2, 1, different, 1, 8, 1, 1, 1, 9.0046
2, 1, same, 1, 4, 2, 1, 1, 0.0009
2, 1, different, 2, 6, 5, 2, 1, 1.6494
2, 1, different, 1, 6, 5, 1, 1, 0.3779
2, 1, same, 2, 1, 4, 2, 1, 2.5759
2, 1, different, 2, 7, 2, 2, 1, 0.2861
2, 1, different, 2, 8, 2, 2, 1, 0.2665
2, 1, different, 1, 8, 2, 1, 1, 0.4467
2, 1, same, 2, 4, 1, 2, 1, 0.4646
2, 1, different, 2, 8, 2, 2, 1, 0.3457
2, 1, different, 2, 7, 1, 2, 1, 0.4097
2, 1, same, 1, 4, 2, 1, 1, 0.4312
2, 1, same, 2, 2, 4, 2, 1, 1.8644
2, 1, same, 1, 1, 3, 1, 1, 0.4804
2, 1, different, 2, 7, 1, 2, 1, 0.6196
2, 1, different, 1, 6, 8, 1, 1, 1.0109
2, 1, different, 2, 5, 7, 1, 0, 0.3150
2, 1, same, 2, 2, 4, 2, 1, 1.0673
2, 1, different, 1, 6, 5, 1, 1, 0.3783
2, 1, different, 1, 5, 7, 1, 1, 0.5075
2, 1, same, 2, 2, 1, 1, 0, 0.2863
2, 1, different, 1, 5, 8, 1, 1, 8.1587
2, 1, different, 2, 5, 8, 2, 1, 2.8680
2, 1, same, 2, 3, 1, 2, 1, 0.2538
2, 1, different, 2, 6, 8, 2, 1, 0.3287
2, 1, different, 1, 5, 7, 2, 0, 0.2228
2, 1, same, 1, 1, 4, 2, 0, 0.5496
2, 1, different, 1, 5, 8, 2, 0, 0.2895
2, 1, different, 2, 8, 1, 1, 0, 3.9663
2, 1, same, 2, 3, 2, 1, 0, 2.1743
2, 1, same, 1, 3, 1, 1, 1, 1.4872
2, 1, same, 2, 1, 3, 1, 0, 3.7930
2, 1, different, 2, 5, 7, 2, 1, 0.4075
2, 1, different, 1, 8, 2, 1, 1, 11.7487
2, 1, same, 2, 4, 2, 1, 0, 0.5315
2, 1, same, 2, 2, 1, 2, 1, 0.3195
2, 1, different, 1, 7, 2, 2, 0, 0.2386
2, 1, different, 1, 7, 1, 2, 0, 0.3446
2, 1, same, 1, 1, 3, 2, 0, 0.5192
2, 1, different, 2, 5, 8, 2, 1, 0.4830
2, 1, same, 1, 4, 1, 2, 0, 1.4638
2, 1, same, 2, 4, 2, 1, 0, 0.4200
2, 1, same, 1, 2, 4, 1, 1, 0.6119
2, 1, same, 1, 3, 2, 2, 0, 2.6280
2, 1, different, 1, 7, 1, 1, 1, 0.7686
2, 1, same, 1, 4, 1, 2, 0, 0.1956
2, 1, same, 1, 3, 2, 1, 1, 0.4897
2, 1, same, 2, 1, 4, 2, 1, 0.4023
2, 1, same, 2, 4, 1, 1, 0, 0.1042
2, 1, same, 2, 3, 1, 1, 0, 0.1928
2, 1, different, 1, 6, 8, 1, 1, 0.5582
2, 1, same, 2, 1, 3, 1, 0, 0.1593
2, 1, different, 2, 6, 5, 2, 1, 0.3698
2, 1, different, 2, 7, 2, 2, 1, 1.5244
2, 1, same, 1, 2, 1, 1, 1, 0.3199
2, 1, same, 1, 1, 4, 2, 0, 0.1927
2, 1, same, 1, 2, 4, 2, 0, 0.4128
2, 1, different, 2, 6, 8, 2, 1, 0.5227
2, 1, different, 2, 8, 1, 2, 1, 0.0651
2, 1, same, 1, 2, 1, 2, 0, 0.3439
2, 1, different, 1, 8, 1, 2, 0, 0.1826
2, 1, same, 1, 3, 1, 2, 0, 0.4884
2, 1, same, 2, 3, 2, 2, 1, 0.4703
2, 1, different, 1, 7, 2, 1, 1, 0.3464
